JOBS: 
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
Id = 175, Burst Time = 36, Remaining Time = 36, Priority = 0
Id = 180, Burst Time = 66, Remaining Time = 66, Priority = 0
Id = 181, Burst Time = 58, Remaining Time = 58, Priority = 0
Id = 212, Burst Time = 93, Remaining Time = 93, Priority = 0
Id = 220, Burst Time = 77, Remaining Time = 77, Priority = 0
Id = 240, Burst Time = 7, Remaining Time = 7, Priority = 0
Id = 246, Burst Time = 16, Remaining Time = 16, Priority = 0
Id = 247, Burst Time = 13, Remaining Time = 13, Priority = 0
Id = 266, Burst Time = 10, Remaining Time = 10, Priority = 0
Id = 267, Burst Time = 30, Remaining Time = 30, Priority = 0
Id = 268, Burst Time = 16, Remaining Time = 16, Priority = 0
Id = 273, Burst Time = 87, Remaining Time = 87, Priority = 0
Id = 283, Burst Time = 7, Remaining Time = 7, Priority = 0
Id = 306, Burst Time = 52, Remaining Time = 52, Priority = 0
Id = 313, Burst Time = 45, Remaining Time = 45, Priority = 0
Id = 314, Burst Time = 73, Remaining Time = 73, Priority = 0
Id = 320, Burst Time = 57, Remaining Time = 57, Priority = 0
Id = 330, Burst Time = 6, Remaining Time = 6, Priority = 0
Id = 331, Burst Time = 93, Remaining Time = 93, Priority = 0
Id = 342, Burst Time = 90, Remaining Time = 90, Priority = 0
Id = 367, Burst Time = 66, Remaining Time = 66, Priority = 0
Id = 371, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 375, Burst Time = 83, Remaining Time = 83, Priority = 0
Id = 383, Burst Time = 91, Remaining Time = 91, Priority = 0
Id = 385, Burst Time = 98, Remaining Time = 98, Priority = 0
Id = 387, Burst Time = 52, Remaining Time = 52, Priority = 0
Id = 410, Burst Time = 26, Remaining Time = 26, Priority = 0
Id = 417, Burst Time = 84, Remaining Time = 84, Priority = 0
Id = 452, Burst Time = 71, Remaining Time = 71, Priority = 0
Id = 455, Burst Time = 66, Remaining Time = 66, Priority = 0
Id = 458, Burst Time = 50, Remaining Time = 50, Priority = 0
Id = 461, Burst Time = 96, Remaining Time = 96, Priority = 0
Id = 462, Burst Time = 90, Remaining Time = 90, Priority = 0
Id = 468, Burst Time = 87, Remaining Time = 87, Priority = 0
Id = 471, Burst Time = 1, Remaining Time = 1, Priority = 0
Id = 478, Burst Time = 31, Remaining Time = 31, Priority = 0
Id = 507, Burst Time = 43, Remaining Time = 43, Priority = 0
Id = 517, Burst Time = 19, Remaining Time = 19, Priority = 0
Id = 534, Burst Time = 44, Remaining Time = 44, Priority = 0
Id = 541, Burst Time = 11, Remaining Time = 11, Priority = 0
Id = 554, Burst Time = 90, Remaining Time = 90, Priority = 0
Id = 556, Burst Time = 72, Remaining Time = 72, Priority = 0
Id = 557, Burst Time = 56, Remaining Time = 56, Priority = 0
Id = 586, Burst Time = 53, Remaining Time = 53, Priority = 0
Id = 588, Burst Time = 5, Remaining Time = 5, Priority = 0
Id = 590, Burst Time = 26, Remaining Time = 26, Priority = 0
Id = 592, Burst Time = 11, Remaining Time = 11, Priority = 0
Id = 594, Burst Time = 41, Remaining Time = 41, Priority = 0
Id = 598, Burst Time = 88, Remaining Time = 88, Priority = 0
Id = 599, Burst Time = 99, Remaining Time = 99, Priority = 0
Id = 601, Burst Time = 79, Remaining Time = 79, Priority = 0
Id = 609, Burst Time = 18, Remaining Time = 18, Priority = 0
Id = 610, Burst Time = 54, Remaining Time = 54, Priority = 0
Id = 616, Burst Time = 49, Remaining Time = 49, Priority = 0
Id = 635, Burst Time = 86, Remaining Time = 86, Priority = 0
Id = 638, Burst Time = 35, Remaining Time = 35, Priority = 0
Id = 639, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 657, Burst Time = 77, Remaining Time = 77, Priority = 0
Id = 680, Burst Time = 7, Remaining Time = 7, Priority = 0
Id = 685, Burst Time = 56, Remaining Time = 56, Priority = 0
Id = 692, Burst Time = 72, Remaining Time = 72, Priority = 0
Id = 704, Burst Time = 92, Remaining Time = 92, Priority = 0
Id = 707, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 710, Burst Time = 89, Remaining Time = 89, Priority = 0
Id = 714, Burst Time = 61, Remaining Time = 61, Priority = 0
Id = 715, Burst Time = 16, Remaining Time = 16, Priority = 0
Id = 717, Burst Time = 70, Remaining Time = 70, Priority = 0
Id = 719, Burst Time = 51, Remaining Time = 51, Priority = 0
Id = 725, Burst Time = 85, Remaining Time = 85, Priority = 0
Id = 741, Burst Time = 29, Remaining Time = 29, Priority = 0
Id = 745, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 755, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 766, Burst Time = 74, Remaining Time = 74, Priority = 0
Id = 784, Burst Time = 36, Remaining Time = 36, Priority = 0
Id = 790, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 799, Burst Time = 68, Remaining Time = 68, Priority = 0
Id = 810, Burst Time = 12, Remaining Time = 12, Priority = 0
Id = 817, Burst Time = 79, Remaining Time = 79, Priority = 0
Id = 820, Burst Time = 62, Remaining Time = 62, Priority = 0
Id = 822, Burst Time = 95, Remaining Time = 95, Priority = 0
Id = 841, Burst Time = 91, Remaining Time = 91, Priority = 0
Id = 849, Burst Time = 24, Remaining Time = 24, Priority = 0
Id = 852, Burst Time = 86, Remaining Time = 86, Priority = 0
Id = 860, Burst Time = 65, Remaining Time = 65, Priority = 0
Id = 861, Burst Time = 53, Remaining Time = 53, Priority = 0
Id = 868, Burst Time = 93, Remaining Time = 93, Priority = 0
Id = 871, Burst Time = 68, Remaining Time = 68, Priority = 0
Id = 879, Burst Time = 59, Remaining Time = 59, Priority = 0
Id = 887, Burst Time = 31, Remaining Time = 31, Priority = 0
Id = 898, Burst Time = 70, Remaining Time = 70, Priority = 0
Id = 901, Burst Time = 45, Remaining Time = 45, Priority = 0
Id = 908, Burst Time = 5, Remaining Time = 5, Priority = 0
Id = 914, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 918, Burst Time = 5, Remaining Time = 5, Priority = 0
Id = 923, Burst Time = 42, Remaining Time = 42, Priority = 0
Id = 936, Burst Time = 20, Remaining Time = 20, Priority = 0
Id = 941, Burst Time = 3, Remaining Time = 3, Priority = 0
Id = 943, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 944, Burst Time = 95, Remaining Time = 95, Priority = 0
Id = 948, Burst Time = 89, Remaining Time = 89, Priority = 0
Id = 950, Burst Time = 66, Remaining Time = 66, Priority = 0
Id = 964, Burst Time = 70, Remaining Time = 70, Priority = 0
Id = 972, Burst Time = 38, Remaining Time = 38, Priority = 0
Id = 987, Burst Time = 20, Remaining Time = 20, Priority = 0
Id = 310, Burst Time = 17, Remaining Time = 17, Priority = 1
Id = 311, Burst Time = 35, Remaining Time = 35, Priority = 1
Id = 312, Burst Time = 82, Remaining Time = 82, Priority = 1
Id = 29, Burst Time = 50, Remaining Time = 50, Priority = 1
Id = 597, Burst Time = 99, Remaining Time = 99, Priority = 1
Id = 4, Burst Time = 70, Remaining Time = 70, Priority = 1
Id = 160, Burst Time = 94, Remaining Time = 94, Priority = 1
Id = 600, Burst Time = 15, Remaining Time = 15, Priority = 1
Id = 321, Burst Time = 76, Remaining Time = 76, Priority = 1
Id = 603, Burst Time = 61, Remaining Time = 61, Priority = 1
Id = 329, Burst Time = 52, Remaining Time = 52, Priority = 1
Id = 165, Burst Time = 65, Remaining Time = 65, Priority = 1
Id = 614, Burst Time = 39, Remaining Time = 39, Priority = 1
Id = 87, Burst Time = 7, Remaining Time = 7, Priority = 1
Id = 619, Burst Time = 91, Remaining Time = 91, Priority = 1
Id = 334, Burst Time = 84, Remaining Time = 84, Priority = 1
Id = 172, Burst Time = 81, Remaining Time = 81, Priority = 1
Id = 354, Burst Time = 56, Remaining Time = 56, Priority = 1
Id = 640, Burst Time = 18, Remaining Time = 18, Priority = 1
Id = 643, Burst Time = 82, Remaining Time = 82, Priority = 1
Id = 650, Burst Time = 85, Remaining Time = 85, Priority = 1
Id = 357, Burst Time = 94, Remaining Time = 94, Priority = 1
Id = 671, Burst Time = 75, Remaining Time = 75, Priority = 1
Id = 363, Burst Time = 69, Remaining Time = 69, Priority = 1
Id = 682, Burst Time = 80, Remaining Time = 80, Priority = 1
Id = 366, Burst Time = 70, Remaining Time = 70, Priority = 1
Id = 687, Burst Time = 84, Remaining Time = 84, Priority = 1
Id = 689, Burst Time = 74, Remaining Time = 74, Priority = 1
Id = 90, Burst Time = 41, Remaining Time = 41, Priority = 1
Id = 700, Burst Time = 1, Remaining Time = 1, Priority = 1
Id = 93, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 374, Burst Time = 91, Remaining Time = 91, Priority = 1
Id = 98, Burst Time = 49, Remaining Time = 49, Priority = 1
Id = 713, Burst Time = 45, Remaining Time = 45, Priority = 1
Id = 380, Burst Time = 89, Remaining Time = 89, Priority = 1
Id = 182, Burst Time = 90, Remaining Time = 90, Priority = 1
Id = 716, Burst Time = 54, Remaining Time = 54, Priority = 1
Id = 198, Burst Time = 39, Remaining Time = 39, Priority = 1
Id = 52, Burst Time = 72, Remaining Time = 72, Priority = 1
Id = 43, Burst Time = 25, Remaining Time = 25, Priority = 1
Id = 729, Burst Time = 10, Remaining Time = 10, Priority = 1
Id = 731, Burst Time = 27, Remaining Time = 27, Priority = 1
Id = 736, Burst Time = 24, Remaining Time = 24, Priority = 1
Id = 415, Burst Time = 7, Remaining Time = 7, Priority = 1
Id = 221, Burst Time = 9, Remaining Time = 9, Priority = 1
Id = 426, Burst Time = 38, Remaining Time = 38, Priority = 1
Id = 758, Burst Time = 41, Remaining Time = 41, Priority = 1
Id = 431, Burst Time = 67, Remaining Time = 67, Priority = 1
Id = 433, Burst Time = 18, Remaining Time = 18, Priority = 1
Id = 436, Burst Time = 63, Remaining Time = 63, Priority = 1
Id = 440, Burst Time = 83, Remaining Time = 83, Priority = 1
Id = 804, Burst Time = 79, Remaining Time = 79, Priority = 1
Id = 805, Burst Time = 49, Remaining Time = 49, Priority = 1
Id = 807, Burst Time = 70, Remaining Time = 70, Priority = 1
Id = 808, Burst Time = 26, Remaining Time = 26, Priority = 1
Id = 442, Burst Time = 85, Remaining Time = 85, Priority = 1
Id = 230, Burst Time = 48, Remaining Time = 48, Priority = 1
Id = 453, Burst Time = 43, Remaining Time = 43, Priority = 1
Id = 232, Burst Time = 26, Remaining Time = 26, Priority = 1
Id = 827, Burst Time = 49, Remaining Time = 49, Priority = 1
Id = 830, Burst Time = 84, Remaining Time = 84, Priority = 1
Id = 836, Burst Time = 4, Remaining Time = 4, Priority = 1
Id = 837, Burst Time = 38, Remaining Time = 38, Priority = 1
Id = 119, Burst Time = 57, Remaining Time = 57, Priority = 1
Id = 842, Burst Time = 90, Remaining Time = 90, Priority = 1
Id = 241, Burst Time = 98, Remaining Time = 98, Priority = 1
Id = 57, Burst Time = 9, Remaining Time = 9, Priority = 1
Id = 465, Burst Time = 16, Remaining Time = 16, Priority = 1
Id = 125, Burst Time = 70, Remaining Time = 70, Priority = 1
Id = 864, Burst Time = 72, Remaining Time = 72, Priority = 1
Id = 252, Burst Time = 82, Remaining Time = 82, Priority = 1
Id = 474, Burst Time = 99, Remaining Time = 99, Priority = 1
Id = 62, Burst Time = 88, Remaining Time = 88, Priority = 1
Id = 884, Burst Time = 64, Remaining Time = 64, Priority = 1
Id = 499, Burst Time = 79, Remaining Time = 79, Priority = 1
Id = 893, Burst Time = 45, Remaining Time = 45, Priority = 1
Id = 894, Burst Time = 10, Remaining Time = 10, Priority = 1
Id = 504, Burst Time = 72, Remaining Time = 72, Priority = 1
Id = 899, Burst Time = 21, Remaining Time = 21, Priority = 1
Id = 70, Burst Time = 11, Remaining Time = 11, Priority = 1
Id = 138, Burst Time = 21, Remaining Time = 21, Priority = 1
Id = 912, Burst Time = 86, Remaining Time = 86, Priority = 1
Id = 519, Burst Time = 17, Remaining Time = 17, Priority = 1
Id = 521, Burst Time = 89, Remaining Time = 89, Priority = 1
Id = 919, Burst Time = 10, Remaining Time = 10, Priority = 1
Id = 530, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 931, Burst Time = 15, Remaining Time = 15, Priority = 1
Id = 139, Burst Time = 88, Remaining Time = 88, Priority = 1
Id = 540, Burst Time = 1, Remaining Time = 1, Priority = 1
Id = 277, Burst Time = 66, Remaining Time = 66, Priority = 1
Id = 78, Burst Time = 39, Remaining Time = 39, Priority = 1
Id = 555, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 298, Burst Time = 83, Remaining Time = 83, Priority = 1
Id = 143, Burst Time = 17, Remaining Time = 17, Priority = 1
Id = 965, Burst Time = 46, Remaining Time = 46, Priority = 1
Id = 569, Burst Time = 76, Remaining Time = 76, Priority = 1
Id = 985, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 307, Burst Time = 63, Remaining Time = 63, Priority = 1
Id = 994, Burst Time = 11, Remaining Time = 11, Priority = 1
Id = 998, Burst Time = 65, Remaining Time = 65, Priority = 1
Id = 524, Burst Time = 14, Remaining Time = 14, Priority = 2
Id = 156, Burst Time = 68, Remaining Time = 68, Priority = 2
Id = 305, Burst Time = 34, Remaining Time = 34, Priority = 2
Id = 384, Burst Time = 67, Remaining Time = 67, Priority = 2
Id = 215, Burst Time = 6, Remaining Time = 6, Priority = 2
Id = 19, Burst Time = 14, Remaining Time = 14, Priority = 2
Id = 389, Burst Time = 23, Remaining Time = 23, Priority = 2
Id = 396, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 400, Burst Time = 47, Remaining Time = 47, Priority = 2
Id = 743, Burst Time = 60, Remaining Time = 60, Priority = 2
Id = 53, Burst Time = 60, Remaining Time = 60, Priority = 2
Id = 752, Burst Time = 5, Remaining Time = 5, Priority = 2
Id = 570, Burst Time = 72, Remaining Time = 72, Priority = 2
Id = 573, Burst Time = 44, Remaining Time = 44, Priority = 2
Id = 577, Burst Time = 65, Remaining Time = 65, Priority = 2
Id = 225, Burst Time = 8, Remaining Time = 8, Priority = 2
Id = 789, Burst Time = 6, Remaining Time = 6, Priority = 2
Id = 228, Burst Time = 45, Remaining Time = 45, Priority = 2
Id = 797, Burst Time = 54, Remaining Time = 54, Priority = 2
Id = 161, Burst Time = 47, Remaining Time = 47, Priority = 2
Id = 803, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 591, Burst Time = 45, Remaining Time = 45, Priority = 2
Id = 427, Burst Time = 42, Remaining Time = 42, Priority = 2
Id = 54, Burst Time = 52, Remaining Time = 52, Priority = 2
Id = 317, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 234, Burst Time = 35, Remaining Time = 35, Priority = 2
Id = 814, Burst Time = 70, Remaining Time = 70, Priority = 2
Id = 439, Burst Time = 56, Remaining Time = 56, Priority = 2
Id = 819, Burst Time = 76, Remaining Time = 76, Priority = 2
Id = 3, Burst Time = 56, Remaining Time = 56, Priority = 2
Id = 441, Burst Time = 73, Remaining Time = 73, Priority = 2
Id = 322, Burst Time = 13, Remaining Time = 13, Priority = 2
Id = 608, Burst Time = 39, Remaining Time = 39, Priority = 2
Id = 450, Burst Time = 25, Remaining Time = 25, Priority = 2
Id = 115, Burst Time = 85, Remaining Time = 85, Priority = 2
Id = 174, Burst Time = 80, Remaining Time = 80, Priority = 2
Id = 47, Burst Time = 65, Remaining Time = 65, Priority = 2
Id = 249, Burst Time = 51, Remaining Time = 51, Priority = 2
Id = 850, Burst Time = 91, Remaining Time = 91, Priority = 2
Id = 624, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 855, Burst Time = 8, Remaining Time = 8, Priority = 2
Id = 340, Burst Time = 64, Remaining Time = 64, Priority = 2
Id = 636, Burst Time = 12, Remaining Time = 12, Priority = 2
Id = 637, Burst Time = 41, Remaining Time = 41, Priority = 2
Id = 341, Burst Time = 21, Remaining Time = 21, Priority = 2
Id = 250, Burst Time = 99, Remaining Time = 99, Priority = 2
Id = 874, Burst Time = 54, Remaining Time = 54, Priority = 2
Id = 877, Burst Time = 44, Remaining Time = 44, Priority = 2
Id = 351, Burst Time = 93, Remaining Time = 93, Priority = 2
Id = 470, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 178, Burst Time = 53, Remaining Time = 53, Priority = 2
Id = 892, Burst Time = 54, Remaining Time = 54, Priority = 2
Id = 655, Burst Time = 83, Remaining Time = 83, Priority = 2
Id = 264, Burst Time = 68, Remaining Time = 68, Priority = 2
Id = 896, Burst Time = 59, Remaining Time = 59, Priority = 2
Id = 662, Burst Time = 76, Remaining Time = 76, Priority = 2
Id = 667, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 123, Burst Time = 68, Remaining Time = 68, Priority = 2
Id = 902, Burst Time = 66, Remaining Time = 66, Priority = 2
Id = 903, Burst Time = 71, Remaining Time = 71, Priority = 2
Id = 673, Burst Time = 99, Remaining Time = 99, Priority = 2
Id = 676, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 481, Burst Time = 80, Remaining Time = 80, Priority = 2
Id = 494, Burst Time = 29, Remaining Time = 29, Priority = 2
Id = 15, Burst Time = 33, Remaining Time = 33, Priority = 2
Id = 686, Burst Time = 9, Remaining Time = 9, Priority = 2
Id = 929, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 930, Burst Time = 62, Remaining Time = 62, Priority = 2
Id = 151, Burst Time = 28, Remaining Time = 28, Priority = 2
Id = 505, Burst Time = 21, Remaining Time = 21, Priority = 2
Id = 937, Burst Time = 94, Remaining Time = 94, Priority = 2
Id = 938, Burst Time = 64, Remaining Time = 64, Priority = 2
Id = 189, Burst Time = 29, Remaining Time = 29, Priority = 2
Id = 693, Burst Time = 47, Remaining Time = 47, Priority = 2
Id = 696, Burst Time = 38, Remaining Time = 38, Priority = 2
Id = 697, Burst Time = 70, Remaining Time = 70, Priority = 2
Id = 508, Burst Time = 15, Remaining Time = 15, Priority = 2
Id = 952, Burst Time = 80, Remaining Time = 80, Priority = 2
Id = 953, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 957, Burst Time = 23, Remaining Time = 23, Priority = 2
Id = 961, Burst Time = 2, Remaining Time = 2, Priority = 2
Id = 701, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 514, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 968, Burst Time = 9, Remaining Time = 9, Priority = 2
Id = 969, Burst Time = 35, Remaining Time = 35, Priority = 2
Id = 196, Burst Time = 41, Remaining Time = 41, Priority = 2
Id = 975, Burst Time = 31, Remaining Time = 31, Priority = 2
Id = 982, Burst Time = 52, Remaining Time = 52, Priority = 2
Id = 708, Burst Time = 38, Remaining Time = 38, Priority = 2
Id = 155, Burst Time = 33, Remaining Time = 33, Priority = 2
Id = 988, Burst Time = 55, Remaining Time = 55, Priority = 2
Id = 520, Burst Time = 46, Remaining Time = 46, Priority = 2
Id = 378, Burst Time = 82, Remaining Time = 82, Priority = 2
Id = 368, Burst Time = 70, Remaining Time = 70, Priority = 3
Id = 604, Burst Time = 70, Remaining Time = 70, Priority = 3
Id = 795, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 796, Burst Time = 17, Remaining Time = 17, Priority = 3
Id = 229, Burst Time = 40, Remaining Time = 40, Priority = 3
Id = 469, Burst Time = 31, Remaining Time = 31, Priority = 3
Id = 145, Burst Time = 67, Remaining Time = 67, Priority = 3
Id = 611, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 179, Burst Time = 39, Remaining Time = 39, Priority = 3
Id = 20, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 121, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 623, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 811, Burst Time = 76, Remaining Time = 76, Priority = 3
Id = 76, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 627, Burst Time = 58, Remaining Time = 58, Priority = 3
Id = 628, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 634, Burst Time = 35, Remaining Time = 35, Priority = 3
Id = 821, Burst Time = 38, Remaining Time = 38, Priority = 3
Id = 492, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 823, Burst Time = 68, Remaining Time = 68, Priority = 3
Id = 826, Burst Time = 42, Remaining Time = 42, Priority = 3
Id = 96, Burst Time = 31, Remaining Time = 31, Priority = 3
Id = 828, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 497, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 831, Burst Time = 21, Remaining Time = 21, Priority = 3
Id = 193, Burst Time = 3, Remaining Time = 3, Priority = 3
Id = 27, Burst Time = 63, Remaining Time = 63, Priority = 3
Id = 101, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 393, Burst Time = 89, Remaining Time = 89, Priority = 3
Id = 205, Burst Time = 97, Remaining Time = 97, Priority = 3
Id = 510, Burst Time = 79, Remaining Time = 79, Priority = 3
Id = 513, Burst Time = 63, Remaining Time = 63, Priority = 3
Id = 397, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 13, Burst Time = 45, Remaining Time = 45, Priority = 3
Id = 406, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 863, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 407, Burst Time = 20, Remaining Time = 20, Priority = 3
Id = 326, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 870, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 678, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 873, Burst Time = 77, Remaining Time = 77, Priority = 3
Id = 523, Burst Time = 6, Remaining Time = 6, Priority = 3
Id = 876, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 213, Burst Time = 11, Remaining Time = 11, Priority = 3
Id = 684, Burst Time = 9, Remaining Time = 9, Priority = 3
Id = 881, Burst Time = 65, Remaining Time = 65, Priority = 3
Id = 883, Burst Time = 74, Remaining Time = 74, Priority = 3
Id = 108, Burst Time = 75, Remaining Time = 75, Priority = 3
Id = 421, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 425, Burst Time = 60, Remaining Time = 60, Priority = 3
Id = 109, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 690, Burst Time = 48, Remaining Time = 48, Priority = 3
Id = 543, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 546, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 549, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 900, Burst Time = 33, Remaining Time = 33, Priority = 3
Id = 551, Burst Time = 29, Remaining Time = 29, Priority = 3
Id = 699, Burst Time = 30, Remaining Time = 30, Priority = 3
Id = 269, Burst Time = 3, Remaining Time = 3, Priority = 3
Id = 66, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 910, Burst Time = 49, Remaining Time = 49, Priority = 3
Id = 142, Burst Time = 71, Remaining Time = 71, Priority = 3
Id = 434, Burst Time = 41, Remaining Time = 41, Priority = 3
Id = 916, Burst Time = 79, Remaining Time = 79, Priority = 3
Id = 566, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 435, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 278, Burst Time = 6, Remaining Time = 6, Priority = 3
Id = 344, Burst Time = 17, Remaining Time = 17, Priority = 3
Id = 345, Burst Time = 97, Remaining Time = 97, Priority = 3
Id = 582, Burst Time = 46, Remaining Time = 46, Priority = 3
Id = 584, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 347, Burst Time = 66, Remaining Time = 66, Priority = 3
Id = 720, Burst Time = 90, Remaining Time = 90, Priority = 3
Id = 939, Burst Time = 60, Remaining Time = 60, Priority = 3
Id = 940, Burst Time = 22, Remaining Time = 22, Priority = 3
Id = 723, Burst Time = 14, Remaining Time = 14, Priority = 3
Id = 227, Burst Time = 35, Remaining Time = 35, Priority = 3
Id = 287, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 946, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 355, Burst Time = 65, Remaining Time = 65, Priority = 3
Id = 949, Burst Time = 4, Remaining Time = 4, Priority = 3
Id = 733, Burst Time = 53, Remaining Time = 53, Priority = 3
Id = 290, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 593, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 297, Burst Time = 67, Remaining Time = 67, Priority = 3
Id = 595, Burst Time = 18, Remaining Time = 18, Priority = 3
Id = 456, Burst Time = 13, Remaining Time = 13, Priority = 3
Id = 365, Burst Time = 41, Remaining Time = 41, Priority = 3
Id = 757, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 68, Burst Time = 77, Remaining Time = 77, Priority = 3
Id = 762, Burst Time = 94, Remaining Time = 94, Priority = 3
Id = 765, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 302, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 984, Burst Time = 92, Remaining Time = 92, Priority = 3
Id = 771, Burst Time = 96, Remaining Time = 96, Priority = 3
Id = 781, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 783, Burst Time = 85, Remaining Time = 85, Priority = 3
Id = 463, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 786, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 999, Burst Time = 38, Remaining Time = 38, Priority = 3
Id = 560, Burst Time = 17, Remaining Time = 17, Priority = 4
Id = 562, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 303, Burst Time = 8, Remaining Time = 8, Priority = 4
Id = 237, Burst Time = 95, Remaining Time = 95, Priority = 4
Id = 833, Burst Time = 5, Remaining Time = 5, Priority = 4
Id = 190, Burst Time = 99, Remaining Time = 99, Priority = 4
Id = 100, Burst Time = 21, Remaining Time = 21, Priority = 4
Id = 245, Burst Time = 48, Remaining Time = 48, Priority = 4
Id = 694, Burst Time = 68, Remaining Time = 68, Priority = 4
Id = 844, Burst Time = 19, Remaining Time = 19, Priority = 4
Id = 845, Burst Time = 70, Remaining Time = 70, Priority = 4
Id = 194, Burst Time = 77, Remaining Time = 77, Priority = 4
Id = 583, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 164, Burst Time = 55, Remaining Time = 55, Priority = 4
Id = 141, Burst Time = 98, Remaining Time = 98, Priority = 4
Id = 85, Burst Time = 61, Remaining Time = 61, Priority = 4
Id = 703, Burst Time = 26, Remaining Time = 26, Priority = 4
Id = 862, Burst Time = 62, Remaining Time = 62, Priority = 4
Id = 589, Burst Time = 18, Remaining Time = 18, Priority = 4
Id = 705, Burst Time = 71, Remaining Time = 71, Priority = 4
Id = 381, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 207, Burst Time = 4, Remaining Time = 4, Priority = 4
Id = 319, Burst Time = 27, Remaining Time = 27, Priority = 4
Id = 256, Burst Time = 42, Remaining Time = 42, Priority = 4
Id = 263, Burst Time = 97, Remaining Time = 97, Priority = 4
Id = 388, Burst Time = 83, Remaining Time = 83, Priority = 4
Id = 170, Burst Time = 64, Remaining Time = 64, Priority = 4
Id = 390, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 392, Burst Time = 55, Remaining Time = 55, Priority = 4
Id = 325, Burst Time = 33, Remaining Time = 33, Priority = 4
Id = 721, Burst Time = 73, Remaining Time = 73, Priority = 4
Id = 886, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 23, Burst Time = 60, Remaining Time = 60, Priority = 4
Id = 500, Burst Time = 24, Remaining Time = 24, Priority = 4
Id = 726, Burst Time = 95, Remaining Time = 95, Priority = 4
Id = 501, Burst Time = 14, Remaining Time = 14, Priority = 4
Id = 328, Burst Time = 67, Remaining Time = 67, Priority = 4
Id = 399, Burst Time = 68, Remaining Time = 68, Priority = 4
Id = 173, Burst Time = 70, Remaining Time = 70, Priority = 4
