psyjaj@bann:G52OSC$ ./req1a
JOBS:
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
Id = 434, Burst Time = 41, Remaining Time = 41, Priority = 3
Id = 435, Burst Time = 78, Remaining Time = 78, Priority = 3
Id = 436, Burst Time = 63, Remaining Time = 63, Priority = 1
Id = 437, Burst Time = 1, Remaining Time = 1, Priority = 5
Id = 438, Burst Time = 50, Remaining Time = 50, Priority = 5
Id = 439, Burst Time = 56, Remaining Time = 56, Priority = 2
Id = 440, Burst Time = 83, Remaining Time = 83, Priority = 1
Id = 441, Burst Time = 73, Remaining Time = 73, Priority = 2
Id = 442, Burst Time = 85, Remaining Time = 85, Priority = 1
Id = 443, Burst Time = 71, Remaining Time = 71, Priority = 5
Id = 444, Burst Time = 62, Remaining Time = 62, Priority = 8
Id = 445, Burst Time = 79, Remaining Time = 79, Priority = 9
Id = 446, Burst Time = 34, Remaining Time = 34, Priority = 7
Id = 447, Burst Time = 52, Remaining Time = 52, Priority = 6
Id = 448, Burst Time = 95, Remaining Time = 95, Priority = 7
Id = 449, Burst Time = 41, Remaining Time = 41, Priority = 7
Id = 450, Burst Time = 25, Remaining Time = 25, Priority = 2
Id = 451, Burst Time = 88, Remaining Time = 88, Priority = 6
Id = 452, Burst Time = 71, Remaining Time = 71, Priority = 0
Id = 453, Burst Time = 43, Remaining Time = 43, Priority = 1
Id = 454, Burst Time = 17, Remaining Time = 17, Priority = 6
Id = 455, Burst Time = 66, Remaining Time = 66, Priority = 0
Id = 456, Burst Time = 13, Remaining Time = 13, Priority = 3
Id = 457, Burst Time = 16, Remaining Time = 16, Priority = 6
Id = 458, Burst Time = 50, Remaining Time = 50, Priority = 0
Id = 459, Burst Time = 70, Remaining Time = 70, Priority = 5
Id = 460, Burst Time = 85, Remaining Time = 85, Priority = 9
Id = 461, Burst Time = 96, Remaining Time = 96, Priority = 0
Id = 462, Burst Time = 90, Remaining Time = 90, Priority = 0
Id = 463, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 464, Burst Time = 15, Remaining Time = 15, Priority = 8
Id = 465, Burst Time = 16, Remaining Time = 16, Priority = 1
Id = 466, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 467, Burst Time = 23, Remaining Time = 23, Priority = 5
Id = 468, Burst Time = 87, Remaining Time = 87, Priority = 0
Id = 469, Burst Time = 31, Remaining Time = 31, Priority = 3
Id = 470, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 471, Burst Time = 1, Remaining Time = 1, Priority = 0
Id = 472, Burst Time = 34, Remaining Time = 34, Priority = 7
Id = 473, Burst Time = 67, Remaining Time = 67, Priority = 6
Id = 474, Burst Time = 99, Remaining Time = 99, Priority = 1
Id = 475, Burst Time = 91, Remaining Time = 91, Priority = 9
Id = 476, Burst Time = 81, Remaining Time = 81, Priority = 8
Id = 477, Burst Time = 1, Remaining Time = 1, Priority = 8
Id = 478, Burst Time = 31, Remaining Time = 31, Priority = 0
Id = 479, Burst Time = 51, Remaining Time = 51, Priority = 7
Id = 480, Burst Time = 7, Remaining Time = 7, Priority = 6
Id = 481, Burst Time = 80, Remaining Time = 80, Priority = 2
Id = 482, Burst Time = 68, Remaining Time = 68, Priority = 7
Id = 483, Burst Time = 58, Remaining Time = 58, Priority = 9
Id = 484, Burst Time = 67, Remaining Time = 67, Priority = 6
Id = 485, Burst Time = 56, Remaining Time = 56, Priority = 7
Id = 486, Burst Time = 81, Remaining Time = 81, Priority = 5
Id = 487, Burst Time = 97, Remaining Time = 97, Priority = 8
Id = 488, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 489, Burst Time = 94, Remaining Time = 94, Priority = 5
Id = 490, Burst Time = 98, Remaining Time = 98, Priority = 8
Id = 491, Burst Time = 48, Remaining Time = 48, Priority = 8
Id = 492, Burst Time = 69, Remaining Time = 69, Priority = 3
Id = 493, Burst Time = 44, Remaining Time = 44, Priority = 7
Id = 494, Burst Time = 29, Remaining Time = 29, Priority = 2
Id = 495, Burst Time = 43, Remaining Time = 43, Priority = 5
Id = 496, Burst Time = 60, Remaining Time = 60, Priority = 5
Id = 497, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 498, Burst Time = 23, Remaining Time = 23, Priority = 7
Id = 499, Burst Time = 79, Remaining Time = 79, Priority = 1
Id = 500, Burst Time = 24, Remaining Time = 24, Priority = 4
Id = 501, Burst Time = 14, Remaining Time = 14, Priority = 4
Id = 502, Burst Time = 88, Remaining Time = 88, Priority = 9
Id = 503, Burst Time = 18, Remaining Time = 18, Priority = 7
Id = 504, Burst Time = 72, Remaining Time = 72, Priority = 1
Id = 505, Burst Time = 21, Remaining Time = 21, Priority = 2
Id = 506, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 507, Burst Time = 43, Remaining Time = 43, Priority = 0
Id = 508, Burst Time = 15, Remaining Time = 15, Priority = 2
Id = 509, Burst Time = 63, Remaining Time = 63, Priority = 7
Id = 510, Burst Time = 79, Remaining Time = 79, Priority = 3
Id = 511, Burst Time = 76, Remaining Time = 76, Priority = 6
Id = 512, Burst Time = 25, Remaining Time = 25, Priority = 4
Id = 513, Burst Time = 63, Remaining Time = 63, Priority = 3
Id = 514, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 515, Burst Time = 33, Remaining Time = 33, Priority = 7
Id = 516, Burst Time = 75, Remaining Time = 75, Priority = 8
Id = 517, Burst Time = 19, Remaining Time = 19, Priority = 0
Id = 518, Burst Time = 52, Remaining Time = 52, Priority = 6
Id = 519, Burst Time = 17, Remaining Time = 17, Priority = 1
Id = 520, Burst Time = 46, Remaining Time = 46, Priority = 2
Id = 521, Burst Time = 89, Remaining Time = 89, Priority = 1
Id = 522, Burst Time = 6, Remaining Time = 6, Priority = 7
Id = 523, Burst Time = 6, Remaining Time = 6, Priority = 3
Id = 524, Burst Time = 14, Remaining Time = 14, Priority = 2
Id = 525, Burst Time = 60, Remaining Time = 60, Priority = 6
Id = 526, Burst Time = 70, Remaining Time = 70, Priority = 7
Id = 527, Burst Time = 28, Remaining Time = 28, Priority = 9
Id = 528, Burst Time = 89, Remaining Time = 89, Priority = 4
Id = 529, Burst Time = 39, Remaining Time = 39, Priority = 5
Id = 530, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 531, Burst Time = 93, Remaining Time = 93, Priority = 8
Id = 532, Burst Time = 15, Remaining Time = 15, Priority = 6
Id = 533, Burst Time = 66, Remaining Time = 66, Priority = 6
Id = 534, Burst Time = 44, Remaining Time = 44, Priority = 0
Id = 535, Burst Time = 87, Remaining Time = 87, Priority = 4
Id = 536, Burst Time = 18, Remaining Time = 18, Priority = 4
Id = 537, Burst Time = 31, Remaining Time = 31, Priority = 6
Id = 538, Burst Time = 6, Remaining Time = 6, Priority = 9
Id = 539, Burst Time = 38, Remaining Time = 38, Priority = 5
Id = 540, Burst Time = 1, Remaining Time = 1, Priority = 1
Id = 541, Burst Time = 11, Remaining Time = 11, Priority = 0
Id = 542, Burst Time = 30, Remaining Time = 30, Priority = 9
Id = 543, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 544, Burst Time = 27, Remaining Time = 27, Priority = 5
Id = 545, Burst Time = 95, Remaining Time = 95, Priority = 5
Id = 546, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 547, Burst Time = 60, Remaining Time = 60, Priority = 8
Id = 548, Burst Time = 97, Remaining Time = 97, Priority = 5
Id = 549, Burst Time = 51, Remaining Time = 51, Priority = 3
Id = 550, Burst Time = 5, Remaining Time = 5, Priority = 6
Id = 551, Burst Time = 29, Remaining Time = 29, Priority = 3
Id = 552, Burst Time = 11, Remaining Time = 11, Priority = 6
Id = 553, Burst Time = 40, Remaining Time = 40, Priority = 8
Id = 554, Burst Time = 90, Remaining Time = 90, Priority = 0
Id = 555, Burst Time = 31, Remaining Time = 31, Priority = 1
Id = 556, Burst Time = 72, Remaining Time = 72, Priority = 0
Id = 557, Burst Time = 56, Remaining Time = 56, Priority = 0
Id = 558, Burst Time = 75, Remaining Time = 75, Priority = 4
Id = 559, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 560, Burst Time = 17, Remaining Time = 17, Priority = 4
Id = 561, Burst Time = 56, Remaining Time = 56, Priority = 9
Id = 562, Burst Time = 96, Remaining Time = 96, Priority = 4
Id = 563, Burst Time = 70, Remaining Time = 70, Priority = 8
Id = 564, Burst Time = 35, Remaining Time = 35, Priority = 6
Id = 565, Burst Time = 32, Remaining Time = 32, Priority = 9
Id = 566, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 567, Burst Time = 58, Remaining Time = 58, Priority = 6
Id = 568, Burst Time = 17, Remaining Time = 17, Priority = 5
Id = 569, Burst Time = 76, Remaining Time = 76, Priority = 1
Id = 570, Burst Time = 72, Remaining Time = 72, Priority = 2
Id = 571, Burst Time = 93, Remaining Time = 93, Priority = 9
Id = 572, Burst Time = 46, Remaining Time = 46, Priority = 8
Id = 573, Burst Time = 44, Remaining Time = 44, Priority = 2
Id = 574, Burst Time = 63, Remaining Time = 63, Priority = 7
Id = 575, Burst Time = 20, Remaining Time = 20, Priority = 6
Id = 576, Burst Time = 69, Remaining Time = 69, Priority = 7
Id = 577, Burst Time = 65, Remaining Time = 65, Priority = 2
Id = 578, Burst Time = 86, Remaining Time = 86, Priority = 7
Id = 579, Burst Time = 56, Remaining Time = 56, Priority = 5
Id = 580, Burst Time = 54, Remaining Time = 54, Priority = 7
Id = 581, Burst Time = 58, Remaining Time = 58, Priority = 8
Id = 582, Burst Time = 46, Remaining Time = 46, Priority = 3
Id = 583, Burst Time = 69, Remaining Time = 69, Priority = 4
Id = 584, Burst Time = 10, Remaining Time = 10, Priority = 3
Id = 585, Burst Time = 65, Remaining Time = 65, Priority = 8
Id = 586, Burst Time = 53, Remaining Time = 53, Priority = 0
Id = 587, Burst Time = 25, Remaining Time = 25, Priority = 9
Id = 588, Burst Time = 5, Remaining Time = 5, Priority = 0
Id = 589, Burst Time = 18, Remaining Time = 18, Priority = 4
Id = 590, Burst Time = 26, Remaining Time = 26, Priority = 0
Id = 591, Burst Time = 45, Remaining Time = 45, Priority = 2
Id = 592, Burst Time = 11, Remaining Time = 11, Priority = 0
Id = 593, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 594, Burst Time = 41, Remaining Time = 41, Priority = 0
Id = 595, Burst Time = 18, Remaining Time = 18, Priority = 3
Id = 596, Burst Time = 96, Remaining Time = 96, Priority = 7
Id = 597, Burst Time = 99, Remaining Time = 99, Priority = 1
Id = 598, Burst Time = 88, Remaining Time = 88, Priority = 0
Id = 599, Burst Time = 99, Remaining Time = 99, Priority = 0
Id = 600, Burst Time = 15, Remaining Time = 15, Priority = 1
Id = 601, Burst Time = 79, Remaining Time = 79, Priority = 0
Id = 602, Burst Time = 22, Remaining Time = 22, Priority = 7
Id = 603, Burst Time = 61, Remaining Time = 61, Priority = 1
Id = 604, Burst Time = 70, Remaining Time = 70, Priority = 3
Id = 605, Burst Time = 88, Remaining Time = 88, Priority = 9
Id = 606, Burst Time = 14, Remaining Time = 14, Priority = 8
Id = 607, Burst Time = 88, Remaining Time = 88, Priority = 6
Id = 608, Burst Time = 39, Remaining Time = 39, Priority = 2
Id = 609, Burst Time = 18, Remaining Time = 18, Priority = 0
Id = 610, Burst Time = 54, Remaining Time = 54, Priority = 0
Id = 611, Burst Time = 72, Remaining Time = 72, Priority = 3
Id = 612, Burst Time = 8, Remaining Time = 8, Priority = 9
Id = 613, Burst Time = 87, Remaining Time = 87, Priority = 9
Id = 614, Burst Time = 39, Remaining Time = 39, Priority = 1
Id = 615, Burst Time = 90, Remaining Time = 90, Priority = 4
Id = 616, Burst Time = 49, Remaining Time = 49, Priority = 0
Id = 617, Burst Time = 14, Remaining Time = 14, Priority = 5
Id = 618, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 619, Burst Time = 91, Remaining Time = 91, Priority = 1
Id = 620, Burst Time = 49, Remaining Time = 49, Priority = 4
Id = 621, Burst Time = 31, Remaining Time = 31, Priority = 7
Id = 622, Burst Time = 9, Remaining Time = 9, Priority = 7
Id = 623, Burst Time = 81, Remaining Time = 81, Priority = 3
Id = 624, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 625, Burst Time = 23, Remaining Time = 23, Priority = 4
Id = 626, Burst Time = 30, Remaining Time = 30, Priority = 9
Id = 627, Burst Time = 58, Remaining Time = 58, Priority = 3
Id = 628, Burst Time = 62, Remaining Time = 62, Priority = 3
Id = 629, Burst Time = 28, Remaining Time = 28, Priority = 9
Id = 630, Burst Time = 30, Remaining Time = 30, Priority = 4
Id = 631, Burst Time = 49, Remaining Time = 49, Priority = 9
Id = 632, Burst Time = 84, Remaining Time = 84, Priority = 9
Id = 633, Burst Time = 45, Remaining Time = 45, Priority = 5
Id = 634, Burst Time = 35, Remaining Time = 35, Priority = 3
Id = 635, Burst Time = 86, Remaining Time = 86, Priority = 0
Id = 636, Burst Time = 12, Remaining Time = 12, Priority = 2
Id = 637, Burst Time = 41, Remaining Time = 41, Priority = 2
Id = 638, Burst Time = 35, Remaining Time = 35, Priority = 0
Id = 639, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 640, Burst Time = 18, Remaining Time = 18, Priority = 1
Id = 641, Burst Time = 5, Remaining Time = 5, Priority = 9
Id = 642, Burst Time = 74, Remaining Time = 74, Priority = 6
Id = 643, Burst Time = 82, Remaining Time = 82, Priority = 1
Id = 644, Burst Time = 6, Remaining Time = 6, Priority = 5
Id = 645, Burst Time = 33, Remaining Time = 33, Priority = 9
Id = 646, Burst Time = 25, Remaining Time = 25, Priority = 8
Id = 647, Burst Time = 9, Remaining Time = 9, Priority = 7
Id = 648, Burst Time = 40, Remaining Time = 40, Priority = 5
Id = 649, Burst Time = 57, Remaining Time = 57, Priority = 7
Id = 650, Burst Time = 85, Remaining Time = 85, Priority = 1
Id = 651, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 652, Burst Time = 59, Remaining Time = 59, Priority = 6
Id = 653, Burst Time = 15, Remaining Time = 15, Priority = 4
Id = 654, Burst Time = 15, Remaining Time = 15, Priority = 6
Id = 655, Burst Time = 83, Remaining Time = 83, Priority = 2
Id = 656, Burst Time = 59, Remaining Time = 59, Priority = 4
Id = 657, Burst Time = 77, Remaining Time = 77, Priority = 0
Id = 658, Burst Time = 49, Remaining Time = 49, Priority = 6
Id = 659, Burst Time = 67, Remaining Time = 67, Priority = 4
Id = 660, Burst Time = 66, Remaining Time = 66, Priority = 7
Id = 661, Burst Time = 84, Remaining Time = 84, Priority = 4
Id = 662, Burst Time = 76, Remaining Time = 76, Priority = 2
Id = 663, Burst Time = 96, Remaining Time = 96, Priority = 7
Id = 664, Burst Time = 42, Remaining Time = 42, Priority = 5
Id = 665, Burst Time = 87, Remaining Time = 87, Priority = 8
Id = 666, Burst Time = 92, Remaining Time = 92, Priority = 5
Id = 667, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 668, Burst Time = 33, Remaining Time = 33, Priority = 5
Id = 669, Burst Time = 41, Remaining Time = 41, Priority = 9
Id = 670, Burst Time = 12, Remaining Time = 12, Priority = 6
Id = 671, Burst Time = 75, Remaining Time = 75, Priority = 1
Id = 672, Burst Time = 11, Remaining Time = 11, Priority = 5
Id = 673, Burst Time = 99, Remaining Time = 99, Priority = 2
Id = 674, Burst Time = 8, Remaining Time = 8, Priority = 9
Id = 675, Burst Time = 10, Remaining Time = 10, Priority = 6
Id = 676, Burst Time = 61, Remaining Time = 61, Priority = 2
Id = 677, Burst Time = 61, Remaining Time = 61, Priority = 6
Id = 678, Burst Time = 84, Remaining Time = 84, Priority = 3
Id = 679, Burst Time = 53, Remaining Time = 53, Priority = 6
Id = 680, Burst Time = 7, Remaining Time = 7, Priority = 0
Id = 681, Burst Time = 51, Remaining Time = 51, Priority = 8
Id = 682, Burst Time = 80, Remaining Time = 80, Priority = 1
Id = 683, Burst Time = 47, Remaining Time = 47, Priority = 9
Id = 684, Burst Time = 9, Remaining Time = 9, Priority = 3
Id = 685, Burst Time = 56, Remaining Time = 56, Priority = 0
Id = 686, Burst Time = 9, Remaining Time = 9, Priority = 2
Id = 687, Burst Time = 84, Remaining Time = 84, Priority = 1
Id = 688, Burst Time = 79, Remaining Time = 79, Priority = 7
Id = 689, Burst Time = 74, Remaining Time = 74, Priority = 1
Id = 690, Burst Time = 48, Remaining Time = 48, Priority = 3
Id = 691, Burst Time = 56, Remaining Time = 56, Priority = 5
Id = 692, Burst Time = 72, Remaining Time = 72, Priority = 0
Id = 693, Burst Time = 47, Remaining Time = 47, Priority = 2
Id = 694, Burst Time = 68, Remaining Time = 68, Priority = 4
Id = 695, Burst Time = 79, Remaining Time = 79, Priority = 5
Id = 696, Burst Time = 38, Remaining Time = 38, Priority = 2
Id = 697, Burst Time = 70, Remaining Time = 70, Priority = 2
Id = 698, Burst Time = 1, Remaining Time = 1, Priority = 9
Id = 699, Burst Time = 30, Remaining Time = 30, Priority = 3
Id = 700, Burst Time = 1, Remaining Time = 1, Priority = 1
Id = 701, Burst Time = 24, Remaining Time = 24, Priority = 2
Id = 702, Burst Time = 11, Remaining Time = 11, Priority = 9
Id = 703, Burst Time = 26, Remaining Time = 26, Priority = 4
Id = 704, Burst Time = 92, Remaining Time = 92, Priority = 0
Id = 705, Burst Time = 71, Remaining Time = 71, Priority = 4
Id = 706, Burst Time = 78, Remaining Time = 78, Priority = 7
Id = 707, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 708, Burst Time = 38, Remaining Time = 38, Priority = 2
Id = 709, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 710, Burst Time = 89, Remaining Time = 89, Priority = 0
Id = 711, Burst Time = 77, Remaining Time = 77, Priority = 5
Id = 712, Burst Time = 10, Remaining Time = 10, Priority = 8
Id = 713, Burst Time = 45, Remaining Time = 45, Priority = 1
Id = 714, Burst Time = 61, Remaining Time = 61, Priority = 0
Id = 715, Burst Time = 16, Remaining Time = 16, Priority = 0
Id = 716, Burst Time = 54, Remaining Time = 54, Priority = 1
Id = 717, Burst Time = 70, Remaining Time = 70, Priority = 0
Id = 718, Burst Time = 45, Remaining Time = 45, Priority = 9
Id = 719, Burst Time = 51, Remaining Time = 51, Priority = 0
Id = 720, Burst Time = 90, Remaining Time = 90, Priority = 3
Id = 721, Burst Time = 73, Remaining Time = 73, Priority = 4
Id = 722, Burst Time = 45, Remaining Time = 45, Priority = 6
Id = 723, Burst Time = 14, Remaining Time = 14, Priority = 3
Id = 724, Burst Time = 8, Remaining Time = 8, Priority = 9
Id = 725, Burst Time = 85, Remaining Time = 85, Priority = 0
Id = 726, Burst Time = 95, Remaining Time = 95, Priority = 4
Id = 727, Burst Time = 23, Remaining Time = 23, Priority = 6
Id = 728, Burst Time = 9, Remaining Time = 9, Priority = 5
Id = 729, Burst Time = 10, Remaining Time = 10, Priority = 1
Id = 730, Burst Time = 36, Remaining Time = 36, Priority = 7
Id = 731, Burst Time = 27, Remaining Time = 27, Priority = 1
Id = 732, Burst Time = 60, Remaining Time = 60, Priority = 9
Id = 733, Burst Time = 53, Remaining Time = 53, Priority = 3
Id = 734, Burst Time = 87, Remaining Time = 87, Priority = 7
Id = 735, Burst Time = 40, Remaining Time = 40, Priority = 9
Id = 736, Burst Time = 24, Remaining Time = 24, Priority = 1
Id = 737, Burst Time = 41, Remaining Time = 41, Priority = 8
Id = 738, Burst Time = 28, Remaining Time = 28, Priority = 9
Id = 739, Burst Time = 46, Remaining Time = 46, Priority = 8
Id = 740, Burst Time = 66, Remaining Time = 66, Priority = 4
Id = 741, Burst Time = 29, Remaining Time = 29, Priority = 0
Id = 742, Burst Time = 92, Remaining Time = 92, Priority = 6
Id = 743, Burst Time = 60, Remaining Time = 60, Priority = 2
Id = 744, Burst Time = 16, Remaining Time = 16, Priority = 8
Id = 745, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 746, Burst Time = 92, Remaining Time = 92, Priority = 9
Id = 747, Burst Time = 41, Remaining Time = 41, Priority = 6
Id = 748, Burst Time = 83, Remaining Time = 83, Priority = 5
Id = 749, Burst Time = 55, Remaining Time = 55, Priority = 8
Id = 750, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 751, Burst Time = 43, Remaining Time = 43, Priority = 8
Id = 752, Burst Time = 5, Remaining Time = 5, Priority = 2
Id = 753, Burst Time = 82, Remaining Time = 82, Priority = 6
Id = 754, Burst Time = 34, Remaining Time = 34, Priority = 9
Id = 755, Burst Time = 63, Remaining Time = 63, Priority = 0
Id = 756, Burst Time = 58, Remaining Time = 58, Priority = 7
Id = 757, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 758, Burst Time = 41, Remaining Time = 41, Priority = 1
Id = 759, Burst Time = 44, Remaining Time = 44, Priority = 8
Id = 760, Burst Time = 87, Remaining Time = 87, Priority = 4
Id = 761, Burst Time = 6, Remaining Time = 6, Priority = 6
Id = 762, Burst Time = 94, Remaining Time = 94, Priority = 3
Id = 763, Burst Time = 28, Remaining Time = 28, Priority = 4
Id = 764, Burst Time = 37, Remaining Time = 37, Priority = 7
Id = 765, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 766, Burst Time = 74, Remaining Time = 74, Priority = 0
Id = 767, Burst Time = 46, Remaining Time = 46, Priority = 4
Id = 768, Burst Time = 66, Remaining Time = 66, Priority = 7
Id = 769, Burst Time = 6, Remaining Time = 6, Priority = 7
Id = 770, Burst Time = 53, Remaining Time = 53, Priority = 9
Id = 771, Burst Time = 96, Remaining Time = 96, Priority = 3
Id = 772, Burst Time = 56, Remaining Time = 56, Priority = 4
Id = 773, Burst Time = 56, Remaining Time = 56, Priority = 4
Id = 774, Burst Time = 69, Remaining Time = 69, Priority = 5
Id = 775, Burst Time = 51, Remaining Time = 51, Priority = 6
Id = 776, Burst Time = 3, Remaining Time = 3, Priority = 6
Id = 777, Burst Time = 31, Remaining Time = 31, Priority = 6
Id = 778, Burst Time = 2, Remaining Time = 2, Priority = 9
Id = 779, Burst Time = 67, Remaining Time = 67, Priority = 9
Id = 780, Burst Time = 38, Remaining Time = 38, Priority = 5
Id = 781, Burst Time = 64, Remaining Time = 64, Priority = 3
Id = 782, Burst Time = 95, Remaining Time = 95, Priority = 6
Id = 783, Burst Time = 85, Remaining Time = 85, Priority = 3
Id = 784, Burst Time = 36, Remaining Time = 36, Priority = 0
Id = 785, Burst Time = 58, Remaining Time = 58, Priority = 6
Id = 786, Burst Time = 55, Remaining Time = 55, Priority = 3
Id = 787, Burst Time = 95, Remaining Time = 95, Priority = 8
Id = 788, Burst Time = 4, Remaining Time = 4, Priority = 6
Id = 789, Burst Time = 6, Remaining Time = 6, Priority = 2
Id = 790, Burst Time = 47, Remaining Time = 47, Priority = 0
Id = 791, Burst Time = 24, Remaining Time = 24, Priority = 6
Id = 792, Burst Time = 10, Remaining Time = 10, Priority = 5
Id = 793, Burst Time = 39, Remaining Time = 39, Priority = 9
Id = 794, Burst Time = 9, Remaining Time = 9, Priority = 6
Id = 795, Burst Time = 44, Remaining Time = 44, Priority = 3
Id = 796, Burst Time = 17, Remaining Time = 17, Priority = 3
Id = 797, Burst Time = 54, Remaining Time = 54, Priority = 2
Id = 798, Burst Time = 16, Remaining Time = 16, Priority = 4
Id = 799, Burst Time = 68, Remaining Time = 68, Priority = 0
Id = 800, Burst Time = 29, Remaining Time = 29, Priority = 9
Id = 801, Burst Time = 35, Remaining Time = 35, Priority = 5
Id = 802, Burst Time = 75, Remaining Time = 75, Priority = 6
Id = 803, Burst Time = 92, Remaining Time = 92, Priority = 2
Id = 804, Burst Time = 79, Remaining Time = 79, Priority = 1
Id = 805, Burst Time = 49, Remaining Time = 49, Priority = 1
Id = 806, Burst Time = 49, Remaining Time = 49, Priority = 7
Id = 807, Burst Time = 70, Remaining Time = 70, Priority = 1
Id = 808, Burst Time = 26, Remaining Time = 26, Priority = 1
Id = 809, Burst Time = 66, Remaining Time = 66, Priority = 8
Id = 810, Burst Time = 12, Remaining Time = 12, Priority = 0
Id = 811, Burst Time = 76, Remaining Time = 76, Priority = 3
Id = 812, Burst Time = 16, Remaining Time = 16, Priority = 8
Id = 813, Burst Time = 35, Remaining Time = 35, Priority = 8
Id = 814, Burst Time = 70, Remaining Time = 70, Priority = 2
Id = 815, Burst Time = 75, Remaining Time = 75, Priority = 6
Id = 816, Burst Time = 26, Remaining Time = 26, Priority = 6
Id = 817, Burst Time = 79, Remaining Time = 79, Priority = 0
Id = 818, Burst Time = 38, Remaining Time = 38, Priority = 7
Id = 819, Burst Time = 76, Remaining Time = 76, Priority = 2
Id = 820, Burst Time = 62, Remaining Time = 62, Priority = 0
Id = 821, Burst Time = 38, Remaining Time = 38, Priority = 3
Id = 822, Burst Time = 95, Remaining Time = 95, Priority = 0
Id = 823, Burst Time = 68, Remaining Time = 68, Priority = 3
Id = 824, Burst Time = 14, Remaining Time = 14, Priority = 4
Id = 825, Burst Time = 51, Remaining Time = 51, Priority = 4
Id = 826, Burst Time = 42, Remaining Time = 42, Priority = 3
Id = 827, Burst Time = 49, Remaining Time = 49, Priority = 1
Id = 828, Burst Time = 57, Remaining Time = 57, Priority = 3
Id = 829, Burst Time = 81, Remaining Time = 81, Priority = 5
Id = 830, Burst Time = 84, Remaining Time = 84, Priority = 1
Id = 831, Burst Time = 21, Remaining Time = 21, Priority = 3
Id = 832, Burst Time = 63, Remaining Time = 63, Priority = 7
Id = 833, Burst Time = 5, Remaining Time = 5, Priority = 4
Id = 834, Burst Time = 67, Remaining Time = 67, Priority = 9
Id = 835, Burst Time = 15, Remaining Time = 15, Priority = 7
Id = 836, Burst Time = 4, Remaining Time = 4, Priority = 1
Id = 837, Burst Time = 38, Remaining Time = 38, Priority = 1
Id = 838, Burst Time = 55, Remaining Time = 55, Priority = 7
Id = 839, Burst Time = 16, Remaining Time = 16, Priority = 6
Id = 840, Burst Time = 36, Remaining Time = 36, Priority = 9
Id = 841, Burst Time = 91, Remaining Time = 91, Priority = 0
Id = 842, Burst Time = 90, Remaining Time = 90, Priority = 1
Id = 843, Burst Time = 30, Remaining Time = 30, Priority = 8
Id = 844, Burst Time = 19, Remaining Time = 19, Priority = 4
Id = 845, Burst Time = 70, Remaining Time = 70, Priority = 4
Id = 846, Burst Time = 62, Remaining Time = 62, Priority = 7
Id = 847, Burst Time = 9, Remaining Time = 9, Priority = 7
Id = 848, Burst Time = 89, Remaining Time = 89, Priority = 5
Id = 849, Burst Time = 24, Remaining Time = 24, Priority = 0
Id = 850, Burst Time = 91, Remaining Time = 91, Priority = 2
Id = 851, Burst Time = 79, Remaining Time = 79, Priority = 9
Id = 852, Burst Time = 86, Remaining Time = 86, Priority = 0
Id = 853, Burst Time = 90, Remaining Time = 90, Priority = 7
Id = 854, Burst Time = 20, Remaining Time = 20, Priority = 9
Id = 855, Burst Time = 8, Remaining Time = 8, Priority = 2
Id = 856, Burst Time = 69, Remaining Time = 69, Priority = 8
Id = 857, Burst Time = 31, Remaining Time = 31, Priority = 5
Id = 858, Burst Time = 34, Remaining Time = 34, Priority = 6
Id = 859, Burst Time = 4, Remaining Time = 4, Priority = 6
Id = 860, Burst Time = 65, Remaining Time = 65, Priority = 0
Id = 861, Burst Time = 53, Remaining Time = 53, Priority = 0
Id = 862, Burst Time = 62, Remaining Time = 62, Priority = 4
Id = 863, Burst Time = 52, Remaining Time = 52, Priority = 3
Id = 864, Burst Time = 72, Remaining Time = 72, Priority = 1
Id = 865, Burst Time = 2, Remaining Time = 2, Priority = 7
Id = 866, Burst Time = 11, Remaining Time = 11, Priority = 7
Id = 867, Burst Time = 55, Remaining Time = 55, Priority = 8
Id = 868, Burst Time = 93, Remaining Time = 93, Priority = 0
